"Year","Difference between predicted and achieved SQA higher points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","-6 points","18","All","Female","Main scheme applicant","Main scheme application","5","5"," ","0"
"2010","Less than -6 points","18","All","Female","Main scheme applicant","Main scheme application","20","0"," ","0"
"2011","Less than -6 points","18","All","Female","Main scheme applicant","Main scheme application","20","5"," ","0"
"2012","Less than -6 points","18","All","Female","Main scheme applicant","Main scheme application","45","5"," ","0"
"2013","Less than -6 points","18","All","Female","Main scheme applicant","Main scheme application","30","0"," ","0"
"2014","Less than -6 points","18","All","Female","Main scheme applicant","Main scheme application","40","5"," ","0"
"2015","Less than -6 points","18","All","Female","Main scheme applicant","Main scheme application","50","5"," ","0"
"2016","Less than -6 points","18","All","Female","Main scheme applicant","Main scheme application","25","5"," ","0"
"2017","Less than -6 points","18","All","Female","Main scheme applicant","Main scheme application","25","5"," ","0"
"2018","Less than -6 points","18","All","Female","Main scheme applicant","Main scheme application","30","10","0.34400000000000003","0"
"2019","Less than -6 points","18","All","Female","Main scheme applicant","Main scheme application","25","5"," ","0"
"2020","Less than -6 points","18","All","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","Less than -6 points","18","All","Female","Main scheme applicant","Main scheme application","20","5"," ","0"
"2022","Less than -6 points","18","All","Female","Main scheme applicant","Main scheme application","20","5"," ","0"
"2023","Less than -6 points","18","All","Female","Main scheme applicant","Main scheme application","30","10"," ","0"
"2010","0 points","18","All","Male","Main scheme applicant","Main scheme application","20","15","0.833","0"
"2011","0 points","18","All","Male","Main scheme applicant","Main scheme application","15","10"," ","0"
"2012","0 points","18","All","Male","Main scheme applicant","Main scheme application","15","10","0.8","0"
"2013","0 points","18","All","Male","Main scheme applicant","Main scheme application","20","15","0.7000000000000001","0"
"2014","0 points","18","All","Male","Main scheme applicant","Main scheme application","30","15","0.5","0"
"2015","0 points","18","All","Male","Main scheme applicant","Main scheme application","30","15","0.452","0"
"2016","0 points","18","All","Male","Main scheme applicant","Main scheme application","20","15","0.81","0"
"2017","0 points","18","All","Male","Main scheme applicant","Main scheme application","25","20","0.8260000000000001","0"
"2018","0 points","18","All","Male","Main scheme applicant","Main scheme application","25","15","0.63","0"
"2019","0 points","18","All","Male","Main scheme applicant","Main scheme application","10","10","1","0"
"2020","0 points","18","All","Male","Main scheme applicant","Main scheme application","45","35","0.795","0"
"2021","0 points","18","All","Male","Main scheme applicant","Main scheme application","35","30","0.886","0"
"2022","0 points","18","All","Male","Main scheme applicant","Main scheme application","25","20","0.72","0"
"2023","0 points","18","All","Male","Main scheme applicant","Main scheme application","30","20","0.75","0"
"2010","1 points","18","All","Male","Main scheme applicant","Main scheme application","15","10","0.706","0"
"2011","1 points","18","All","Male","Main scheme applicant","Main scheme application","15","10"," ","0"
"2012","1 points","18","All","Male","Main scheme applicant","Main scheme application","20","15","0.591","0"
"2013","1 points","18","All","Male","Main scheme applicant","Main scheme application","15","10"," ","0"
"2014","1 points","18","All","Male","Main scheme applicant","Main scheme application","20","15","0.895","0"
"2015","1 points","18","All","Male","Main scheme applicant","Main scheme application","20","10","0.55","0"
"2016","1 points","18","All","Male","Main scheme applicant","Main scheme application","10","10"," ","0"
"2017","1 points","18","All","Male","Main scheme applicant","Main scheme application","10","10","0.917","0"
"2018","1 points","18","All","Male","Main scheme applicant","Main scheme application","15","10","0.857","0"
"2019","1 points","18","All","Male","Main scheme applicant","Main scheme application","10","10"," ","0"
"2020","1 points","18","All","Male","Main scheme applicant","Main scheme application","20","20","0.909","0"
"2021","1 points","18","All","Male","Main scheme applicant","Main scheme application","20","15","0.684","0"
"2022","1 points","18","All","Male","Main scheme applicant","Main scheme application","10","10"," ","0"
"2023","1 points","18","All","Male","Main scheme applicant","Main scheme application","15","10","0.647","0"
"2010","2 points","18","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2011","2 points","18","All","Male","Main scheme applicant","Main scheme application","10","10","0.833","0"
"2012","2 points","18","All","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2013","2 points","18","All","Male","Main scheme applicant","Main scheme application","15","15","0.8240000000000001","0"
"2014","2 points","18","All","Male","Main scheme applicant","Main scheme application","15","10","0.786","0"
"2015","2 points","18","All","Male","Main scheme applicant","Main scheme application","15","10","0.846","0"
"2016","2 points","18","All","Male","Main scheme applicant","Main scheme application","10","10"," ","0"
"2017","2 points","18","All","Male","Main scheme applicant","Main scheme application","15","10","0.706","0"
"2018","2 points","18","All","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2019","2 points","18","All","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2020","2 points","18","All","Male","Main scheme applicant","Main scheme application","15","15","0.929","0"
"2021","2 points","18","All","Male","Main scheme applicant","Main scheme application","15","15","0.929","0"
"2022","2 points","18","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","2 points","18","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2010","3 points","18","All","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2011","3 points","18","All","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2012","3 points","18","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2013","3 points","18","All","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2014","3 points","18","All","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2015","3 points","18","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2016","3 points","18","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2017","3 points","18","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2018","3 points","18","All","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","3 points","18","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2020","3 points","18","All","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2021","3 points","18","All","Male","Main scheme applicant","Main scheme application","10","10","1","0"
"2022","3 points","18","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","3 points","18","All","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2010","More than 3 points","18","All","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2011","More than 3 points","18","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2012","More than 3 points","18","All","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2013","More than 3 points","18","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2014","More than 3 points","18","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2015","More than 3 points","18","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2016","More than 3 points","18","All","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2017","More than 3 points","18","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2018","More than 3 points","18","All","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","More than 3 points","18","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2020","More than 3 points","18","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2021","More than 3 points","18","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2022","More than 3 points","18","All","Male","Main scheme applicant","Main scheme application","10","10"," ","0"
"2023","More than 3 points","18","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2010","-1 points","18","All","Male","Main scheme applicant","Main scheme application","15","10"," ","0"
"2011","-1 points","18","All","Male","Main scheme applicant","Main scheme application","15","5"," ","0"
"2012","-1 points","18","All","Male","Main scheme applicant","Main scheme application","30","20","0.643","0"
"2013","-1 points","18","All","Male","Main scheme applicant","Main scheme application","25","15","0.64","0"
"2014","-1 points","18","All","Male","Main scheme applicant","Main scheme application","25","15","0.6","0"
"2015","-1 points","18","All","Male","Main scheme applicant","Main scheme application","30","10","0.41400000000000003","0"
"2016","-1 points","18","All","Male","Main scheme applicant","Main scheme application","20","15","0.65","0"
"2017","-1 points","18","All","Male","Main scheme applicant","Main scheme application","25","15","0.652","0"
"2018","-1 points","18","All","Male","Main scheme applicant","Main scheme application","25","20","0.792","0"
"2019","-1 points","18","All","Male","Main scheme applicant","Main scheme application","15","15","0.929","0"
"2020","-1 points","18","All","Male","Main scheme applicant","Main scheme application","25","15","0.625","0"
"2021","-1 points","18","All","Male","Main scheme applicant","Main scheme application","25","20","0.769","0"
"2022","-1 points","18","All","Male","Main scheme applicant","Main scheme application","15","10"," ","0"
"2023","-1 points","18","All","Male","Main scheme applicant","Main scheme application","20","10","0.611","0"
"2010","-2 points","18","All","Male","Main scheme applicant","Main scheme application","20","10","0.545","0"
"2011","-2 points","18","All","Male","Main scheme applicant","Main scheme application","20","15","0.727","0"
"2012","-2 points","18","All","Male","Main scheme applicant","Main scheme application","20","10"," ","0"
"2013","-2 points","18","All","Male","Main scheme applicant","Main scheme application","15","10"," ","0"
"2014","-2 points","18","All","Male","Main scheme applicant","Main scheme application","25","10","0.44","0"
"2015","-2 points","18","All","Male","Main scheme applicant","Main scheme application","20","10"," ","0"
"2016","-2 points","18","All","Male","Main scheme applicant","Main scheme application","20","15","0.7000000000000001","0"
"2017","-2 points","18","All","Male","Main scheme applicant","Main scheme application","20","10","0.5710000000000001","0"
"2018","-2 points","18","All","Male","Main scheme applicant","Main scheme application","20","15","0.762","0"
"2019","-2 points","18","All","Male","Main scheme applicant","Main scheme application","20","15","0.591","0"
"2020","-2 points","18","All","Male","Main scheme applicant","Main scheme application","25","15","0.538","0"
"2021","-2 points","18","All","Male","Main scheme applicant","Main scheme application","20","15","0.762","0"
"2022","-2 points","18","All","Male","Main scheme applicant","Main scheme application","15","10","0.857","0"
"2023","-2 points","18","All","Male","Main scheme applicant","Main scheme application","25","15","0.64","0"
"2010","-3 points","18","All","Male","Main scheme applicant","Main scheme application","15","10","0.647","0"
"2011","-3 points","18","All","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2012","-3 points","18","All","Male","Main scheme applicant","Main scheme application","20","10","0.455","0"
"2013","-3 points","18","All","Male","Main scheme applicant","Main scheme application","30","10","0.357","0"
"2014","-3 points","18","All","Male","Main scheme applicant","Main scheme application","25","5"," ","0"
"2015","-3 points","18","All","Male","Main scheme applicant","Main scheme application","20","5"," ","0"
"2016","-3 points","18","All","Male","Main scheme applicant","Main scheme application","20","10","0.5","0"
"2017","-3 points","18","All","Male","Main scheme applicant","Main scheme application","20","10"," ","0"
"2018","-3 points","18","All","Male","Main scheme applicant","Main scheme application","15","5"," ","0"
"2019","-3 points","18","All","Male","Main scheme applicant","Main scheme application","20","10","0.526","0"
"2020","-3 points","18","All","Male","Main scheme applicant","Main scheme application","15","5"," ","0"
"2021","-3 points","18","All","Male","Main scheme applicant","Main scheme application","10","10"," ","0"
"2022","-3 points","18","All","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","-3 points","18","All","Male","Main scheme applicant","Main scheme application","15","10","0.75","0"
"2010","-4 points","18","All","Male","Main scheme applicant","Main scheme application","15","5"," ","0"
"2011","-4 points","18","All","Male","Main scheme applicant","Main scheme application","15","0"," ","0"
"2012","-4 points","18","All","Male","Main scheme applicant","Main scheme application","25","5"," ","0"
"2013","-4 points","18","All","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2014","-4 points","18","All","Male","Main scheme applicant","Main scheme application","20","10"," ","0"
"2015","-4 points","18","All","Male","Main scheme applicant","Main scheme application","30","10","0.34500000000000003","0"
"2016","-4 points","18","All","Male","Main scheme applicant","Main scheme application","25","10"," ","0"
"2017","-4 points","18","All","Male","Main scheme applicant","Main scheme application","20","5"," ","0"
"2018","-4 points","18","All","Male","Main scheme applicant","Main scheme application","20","10"," ","0"
"2019","-4 points","18","All","Male","Main scheme applicant","Main scheme application","25","10","0.458","0"
"2020","-4 points","18","All","Male","Main scheme applicant","Main scheme application","10","10"," ","0"
"2021","-4 points","18","All","Male","Main scheme applicant","Main scheme application","10","10"," ","0"
"2022","-4 points","18","All","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","-4 points","18","All","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2010","-5 points","18","All","Male","Main scheme applicant","Main scheme application","15","5"," ","0"
"2011","-5 points","18","All","Male","Main scheme applicant","Main scheme application","15","5"," ","0"
"2012","-5 points","18","All","Male","Main scheme applicant","Main scheme application","15","5"," ","0"
"2013","-5 points","18","All","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2014","-5 points","18","All","Male","Main scheme applicant","Main scheme application","15","5"," ","0"
"2015","-5 points","18","All","Male","Main scheme applicant","Main scheme application","15","5"," ","0"
"2016","-5 points","18","All","Male","Main scheme applicant","Main scheme application","15","5"," ","0"
"2017","-5 points","18","All","Male","Main scheme applicant","Main scheme application","15","10","0.625","0"
"2018","-5 points","18","All","Male","Main scheme applicant","Main scheme application","25","15","0.64","0"
"2019","-5 points","18","All","Male","Main scheme applicant","Main scheme application","15","5"," ","0"
"2020","-5 points","18","All","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","-5 points","18","All","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2022","-5 points","18","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","-5 points","18","All","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2010","-6 points","18","All","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2011","-6 points","18","All","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2012","-6 points","18","All","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2013","-6 points","18","All","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2014","-6 points","18","All","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2015","-6 points","18","All","Male","Main scheme applicant","Main scheme application","15","5"," ","0"
"2016","-6 points","18","All","Male","Main scheme applicant","Main scheme application","15","5"," ","0"
"2017","-6 points","18","All","Male","Main scheme applicant","Main scheme application","15","0"," ","0"
"2018","-6 points","18","All","Male","Main scheme applicant","Main scheme application","15","5"," ","0"
"2019","-6 points","18","All","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2020","-6 points","18","All","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","-6 points","18","All","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","-6 points","18","All","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2023","-6 points","18","All","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2010","Less than -6 points","18","All","Male","Main scheme applicant","Main scheme application","20","0"," ","0"
"2011","Less than -6 points","18","All","Male","Main scheme applicant","Main scheme application","25","5"," ","0"
"2012","Less than -6 points","18","All","Male","Main scheme applicant","Main scheme application","20","0"," ","0"
"2013","Less than -6 points","18","All","Male","Main scheme applicant","Main scheme application","20","5"," ","0"
"2014","Less than -6 points","18","All","Male","Main scheme applicant","Main scheme application","30","5"," ","0"
"2015","Less than -6 points","18","All","Male","Main scheme applicant","Main scheme application","35","5"," ","0"
"2016","Less than -6 points","18","All","Male","Main scheme applicant","Main scheme application","25","5"," ","0"
"2017","Less than -6 points","18","All","Male","Main scheme applicant","Main scheme application","30","5"," ","0"
"2018","Less than -6 points","18","All","Male","Main scheme applicant","Main scheme application","35","15","0.371","0"
"2019","Less than -6 points","18","All","Male","Main scheme applicant","Main scheme application","25","5"," ","0"
"2020","Less than -6 points","18","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2021","Less than -6 points","18","All","Male","Main scheme applicant","Main scheme application","20","10"," ","0"
"2022","Less than -6 points","18","All","Male","Main scheme applicant","Main scheme application","25","5"," ","0"
"2023","Less than -6 points","18","All","Male","Main scheme applicant","Main scheme application","30","5"," ","0"
"2010","All","18","All","Female","Main scheme applicant","Not main scheme application","25","25","0.92","0"
"2011","All","18","All","Female","Main scheme applicant","Not main scheme application","15","10","0.714","0"
"2012","All","18","All","Female","Main scheme applicant","Not main scheme application","25","20","0.704","0"
"2013","All","18","All","Female","Main scheme applicant","Not main scheme application","15","10"," ","0"
"2014","All","18","All","Female","Main scheme applicant","Not main scheme application","30","20","0.594","0"
"2015","All","18","All","Female","Main scheme applicant","Not main scheme application","35","20","0.486","0"
"2016","All","18","All","Female","Main scheme applicant","Not main scheme application","25","15","0.519","0"
"2017","All","18","All","Female","Main scheme applicant","Not main scheme application","20","15","0.81","0"
"2018","All","18","All","Female","Main scheme applicant","Not main scheme application","20","10","0.5710000000000001","0"
"2019","All","18","All","Female","Main scheme applicant","Not main scheme application","25","20","0.704","0"
"2020","All","18","All","Female","Main scheme applicant","Not main scheme application","25","25","0.923","0"
"2021","All","18","All","Female","Main scheme applicant","Not main scheme application","15","10","0.714","0"
